Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Decent hotel to stay,"Seems the hotel has problem with the towels. We got one. Had to ask repeatedly for the second towel. This happened every day. Evening before our check-out we asked for the airport drop off service, it was confirmed. Next morning when we went to reception it turned out it was not booked for us. So be sure to double check, otherwise you will end up with unpleasant surprise and miss your flight.","Good location close to ferry and airport, Breakfast had variety. Friendly and helpful staff. Large bed.",7.0,January 2023,"February 16, 2023",Standard Queen Room,3,Group,7.8,1,0,0,1,1,1,1,0,1,0,0.002096679904298672
Great Stay,"The only complain i have, which is obviously minor: arrival room SHOULD have pro-stocked amenities eg towels, robs etc...","Staff are attentive to personalized request and this surely is a testimony of the active communication from their front desk. Welcoming was hearty and to the details of remembering our wedding anniversary (thanks for the room upgrade).
They even organized all our transfers which is a necessity if one is not familiar with Dar Es Salaam. Beautiful view from the room, which is also clean and well designed.",9.0,November 2021,"November 10, 2021",Standard Queen Room,2,Couple,7.8,1,1,0,1,1,0,0,0,1,0,0.002090807009871584
Very Good,Breakfast had  very limited options and waiters were slow when asking for help,"Central location, clean and staff at reception desk excellent.Room was as in the pictures",8.0,January 2024,"January 4, 2024",Deluxe Queen Room - High Floor,7,Solo traveler,7.8,1,0,0,0,1,0,0,1,1,0,0.0020875878711187185
Wonderful,"I wish they could provide the services like Netflix, YouTube, etc. on their smart TVs. In the same price few hotels in Dar at least provide YouTube.","I liked the location. You can find easily anything just under minutes of walking distance. From Zanzibar Ferry terminals to all the restaurants, they all are very near by. Staff was very polite and room services were on time.",9.0,June 2023,"June 18, 2023",Standard Queen Room,6,Solo traveler,7.8,1,0,1,0,1,1,1,0,1,0,0.002084237924162688
"Very central, clean and comfortable hotel with great views","Overall a great experience! The check-in process could be faster. Also, the hairdryer in my room did not fit the plug socket (it was a two-prong plug and TZ has three-prong plug sockets) - as easy fix!","I was upgraded to a Junior Suite, which was very comfortable and the views are amazing. The food is good and the staff are very nice. It is well priced and a good location.",9.0,June 2023,"June 7, 2023",Standard Queen Room,1,Group,7.8,0,1,0,0,1,0,1,0,1,0,0.002067663659135555
Calm hotel in the city center with great views from the rooftop,"The perfect hotel does not exist but I must feel really confortable in Golden Tulip Dar es Salaam City Center Hotel stay after stay, if I have not stopped staying here everytime that I have come back to Dar es Salaam since I tried it for the first time in 2018. You can even observe some improvements, in every new stay...","Big clean rooms with completely renovated bathrooms during the pandemic. Kind and helpful staff, specially at the Reception. Tasty assorted breakfast buffet. Great views of the city from the rooftop, but also from the rooms since the exterior walls of the building are totally glazed. The airport shuttle service (20U$D) is very professional. It is a wise decision to have moved the Reception to the ground floor and the Fire restaurant to the 21st floor.",8.0,April 2022,"July 11, 2022",Standard Queen Room,4,Solo traveler,7.8,1,0,1,0,1,0,1,0,1,1,0.002064069979840818
my stay was fabulous,no towels available on the fly. had to wring all the time .,cleanliness and staff plus location.,10.0,May 2023,"May 25, 2023",Standard Queen Room,2,Couple,7.8,1,0,0,1,1,0,0,0,1,0,0.0020374472439736767
my stay was fabulous,no towels available on the fly. had to wring all the time .,cleanliness and staff plus location.,10.0,May 2023,"May 25, 2023",Standard Queen Room,2,Couple,7.8,1,0,0,1,1,0,0,0,1,0,0.0020374472439736767
Exceptional,,Very great location and nice breakfast. All the staffs are very kind and professional,10.0,January 2024,"January 25, 2024",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,1,0,1,0,1,0,0.0020366751749019826
Nice pleasant hotel,There is nothing I did not like.,"Was pleasant hotel. Judith was amazing. All reception staff ready help with anything.
Very friendly staff and security. Nice breakfast.
Is in centre of city centre. If you have business there.
Not much going on around that area. Quite far from mbezi beach. Would def stay again or in their hotel on beach. Views are amazing from the high floors.",10.0,October 2021,"November 13, 2021",Deluxe Queen Room - High Floor,7,Family,7.8,0,0,0,0,1,0,1,0,1,0,0.0020366751749019826
Exceptional,Nothing as such,"Excellent location and excellent staff right from door keeper to front desk all very cooperative .
A very good breakfast with many options for Indian vegetarian.",10.0,May 2023,"May 12, 2023",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,1,0,1,0,1,0,0.0020366751749019826
Exceptional,,"I recently had the pleasure of staying at Golden Tulip during my visit. It was an absolutely delightful experience.
It ideally located in the heart of City. Its central location made it convenient for exploring nearby attractions, shopping districts, and dining options.
The check-in process was seamless. The hotel staff greeted me with warm smiles.
The service was truly exceptional. Every staff member I encountered was friendly, courteous, and attentive. They went above and beyond to ensure my comfort and satisfaction throughout my stay. The staff's genuine hospitality added a special touch to my overall experience.
The hotel's restaurant offered a many selection of dishes. I also appreciated the cozy ambiance of the restaurant, creating a pleasant atmosphere for dining.
My stay was practically flawless, and the hotel exceeded my expectations in every aspect.
I wholeheartedly recommend Golden Tulip City Center to anyone visiting Dar es salaam. I am already looking forward to my next visit and another wonderful stay at this hotel.",10.0,June 2023,"June 22, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,1,0,1,0,1,0,0.0020366751749019826
Wonderful,,"Nice location, and nice breakfast.
Staff quite helpful, Celvin helped me with a good tour company, so that I had a very nice tour in Mikumi National Park.",9.0,November 2023,"November 19, 2023",Standard Queen Room,6,Group,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
Exceptional,Nothing as such,"Excellent location and excellent staff right from door keeper to front desk all very cooperative .
A very good breakfast with many options for Indian vegetarian.",10.0,May 2023,"May 12, 2023",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
Very Good,,"Well located, very good breakfast, has nice staff and good views of the city.",8.0,May 2023,"May 14, 2023",Standard Queen Room,2,Group,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
Pleasant and recommend this hotel,Nothing negative comes to mind.,Decent breakfast spread and good variety of food on the menu.  The view was beautiful and relaxing after a busy day of work.  Staff were very helpful in assisting us with guidance to best transportation etc.  Overall a pleasant stay.,8.0,May 2022,"May 31, 2022",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
excellent service - Good Location,,"Good location in the city center with very good customer service, buffet breakfast + à la carte were very nice on the morning. 2 restaurants open inside the restaurants and 1 coffee shop and Taxi available during the day !",8.0,October 2022,"October 22, 2022",Superior Twin Room,7,Family,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
fasciitis were amazing and we enjoyed our journey,,"location, staff, the food",8.0,January 2023,"January 22, 2023",Superior Twin Room,4,Couple,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
Very Good,,We were upgraded to a suite.  Great location.  Staff were very friendly and helpful. Very good breakfast.,8.0,June 2022,"June 29, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
Centrally located benefits movement,There is scope for improvement on maintenance,"Location , friendly , good breakfast",8.0,June 2023,"June 18, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
Very Good,"no pool , no alcohol","location , staff and restaurant",8.0,October 2022,"October 31, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
A perfect option in the center of Dar,,"Superlative service, great breakfast and a very convenient location.",9.0,September 2021,"September 6, 2021",Standard Queen Room,2,Couple,7.8,0,0,0,0,1,0,1,0,1,0,0.002036675174901982
pleasant and enjoyable,"no complaints .all was good. Only thing was whilst the water fountain is very soothing in the reception area, it is a bit too noisy as conversations cannot be heard clearly",View from the room was excellent. breathtaking.  Thanks to the manger who met us when we arrived and upgraded us to a 'room with view' and plenty of space. Staff were very friendly and helpful. I would definitely want to stay there again,9.0,April 2024,"May 12, 2024",Superior Twin Room,3,Group,7.8,1,0,1,0,1,0,0,0,1,0,0.0020222097390109254
The welcome was warm. The room was lovely and the breakfast was good,,"centrally located, spacious rooms, lovely view, the person I met at the reception had excellent customer service",10.0,April 2023,"April 5, 2023",Standard Queen Room,1,Solo traveler,7.8,1,0,1,0,1,0,0,0,1,0,0.0020222097390109254
Excellent Location,,Centrally located. You can walk or get a tuk tuk to most things. Staff was extremely helpful. Wifi was great! Air conditioning was great!,8.0,December 2022,"December 25, 2022",Superior Twin Room,3,Couple,7.8,1,0,1,0,1,0,0,0,1,0,0.0020222097390109254
Fully recommend tthie hotel,,"the service was very friendly , the room and the location is very good, you can reach by walk the ferry to Zanzibar",10.0,January 2024,"January 20, 2024",Deluxe Queen Room - High Floor,1,Couple,7.8,1,0,1,0,1,0,0,0,1,0,0.0020222097390109254
The welcome was warm. The room was lovely and the breakfast was good,,"centrally located, spacious rooms, lovely view, the person I met at the reception had excellent customer service",10.0,April 2023,"April 5, 2023",Standard Queen Room,1,Solo traveler,7.8,1,0,1,0,1,0,0,0,1,0,0.0020222097390109254
Wonderful,Restaurant seems a bit overpriced for what it offers,"Friendly staff, big spacious room, clean, central location",9.0,January 2022,"January 27, 2022",Standard Queen Room,1,Couple,7.8,1,0,1,0,1,0,0,1,1,0,0.0020187645575670864
"Welcoming, Clean and Spacious hotel.",The breakfast wasn’t great but everything else was perfect.,"Great value for money and a very central location. Staff was very welcoming and friendly. I definitely would recommend this hotel for anyone, especially families or big groups as their family suite is large and spacious. The hotel is just as pictured and is very clean. We had a great time and would definitely stay here again if we are ever in Dar!",9.0,June 2022,"June 24, 2022",Three Bedroom Family Suite 8th Floor,3,Family,7.8,1,0,1,0,1,0,0,1,1,0,0.0020187645575670864
Good value for money. But hotel is doing bad in relation to COVID-19 measures.,"NO ONE USING MASKS. WHEN USING, NOT PROPERLY. It was terrifying. People talking in the food. Etc","The room was very clean, comfortable, and spacious. The hotel employees were friendly. The location is perfect if you need to be close to the city center.",5.0,December 2021,"December 7, 2021",Deluxe Queen Room - High Floor,4,Solo traveler,7.8,1,0,1,0,1,0,0,1,1,0,0.0020187645575670864
Fair,"Lobby not great, share lifts with offices in same building, some furnitures worn out.","Stuff are friendly, Good food, perfect location for business",5.0,November 2022,"November 8, 2022",Standard Queen Room,5,Solo traveler,7.8,0,1,0,1,1,0,1,0,1,0,0.002014569534830583
